[2025-10-16 17:46:28] ✅ All tables dropped and created successfully.
[2025-10-16 18:58:17] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\goa\2018\3.json
[2025-10-16 18:58:18] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\goa\2018\4.json
[2025-10-16 18:58:19] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\goa\2019\1.json
[2025-10-16 18:58:20] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\goa\2019\2.json
[2025-10-16 18:58:21] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\goa\2019\3.json
[2025-10-16 18:58:22] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\goa\2019\4.json
[2025-10-16 18:58:23] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\goa\2020\1.json
[2025-10-16 18:58:24] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\goa\2020\2.json
[2025-10-16 18:58:25] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\goa\2020\3.json
[2025-10-16 18:58:26] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\goa\2020\4.json
[2025-10-16 18:58:26] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\goa\2021\1.json
[2025-10-16 18:58:27] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\goa\2021\2.json
[2025-10-16 18:58:28] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\goa\2021\3.json
[2025-10-16 18:58:29] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\goa\2021\4.json
[2025-10-16 18:58:30] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\goa\2022\1.json
[2025-10-16 18:58:31] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\goa\2022\2.json
[2025-10-16 18:58:32] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\goa\2022\3.json
[2025-10-16 18:58:32] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\goa\2022\4.json
[2025-10-16 18:58:33] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\goa\2023\1.json
[2025-10-16 18:58:34] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\goa\2023\2.json
[2025-10-16 18:58:35] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\goa\2023\3.json
[2025-10-16 18:58:36] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\goa\2023\4.json
[2025-10-16 18:58:37] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\goa\2024\1.json
[2025-10-16 18:58:38] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\goa\2024\2.json
[2025-10-16 18:58:39] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\goa\2024\3.json
[2025-10-16 18:58:39] ✅ Inserted 12 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\goa\2024\4.json
[2025-10-16 18:58:41] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2018\1.json
[2025-10-16 18:58:42] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2018\2.json
[2025-10-16 18:58:44] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2018\3.json
[2025-10-16 18:58:45] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2018\4.json
[2025-10-16 18:58:47] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2019\1.json
[2025-10-16 18:58:48] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2019\2.json
[2025-10-16 18:58:50] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2019\3.json
[2025-10-16 18:58:52] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2019\4.json
[2025-10-16 18:58:53] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2020\1.json
[2025-10-16 18:58:55] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2020\2.json
[2025-10-16 18:58:56] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2020\3.json
[2025-10-16 18:58:58] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2020\4.json
[2025-10-16 18:58:59] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2021\1.json
[2025-10-16 18:59:01] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2021\2.json
[2025-10-16 18:59:02] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2021\3.json
[2025-10-16 18:59:04] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2021\4.json
[2025-10-16 18:59:05] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2022\1.json
[2025-10-16 18:59:06] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2022\2.json
[2025-10-16 18:59:08] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2022\3.json
[2025-10-16 18:59:09] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2022\4.json
[2025-10-16 18:59:11] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2023\1.json
[2025-10-16 18:59:12] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2023\2.json
[2025-10-16 18:59:14] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2023\3.json
[2025-10-16 18:59:16] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2023\4.json
[2025-10-16 18:59:17] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2024\1.json
[2025-10-16 18:59:19] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2024\2.json
[2025-10-16 18:59:21] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2024\3.json
[2025-10-16 18:59:22] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\gujarat\2024\4.json
[2025-10-16 18:59:24] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2018\1.json
[2025-10-16 18:59:25] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2018\2.json
[2025-10-16 18:59:26] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2018\3.json
[2025-10-16 18:59:28] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2018\4.json
[2025-10-16 18:59:29] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2019\1.json
[2025-10-16 18:59:31] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2019\2.json
[2025-10-16 18:59:32] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2019\3.json
[2025-10-16 18:59:34] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2019\4.json
[2025-10-16 18:59:35] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2020\1.json
[2025-10-16 18:59:36] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2020\2.json
[2025-10-16 18:59:38] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2020\3.json
[2025-10-16 18:59:39] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2020\4.json
[2025-10-16 18:59:41] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2021\1.json
[2025-10-16 18:59:42] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2021\2.json
[2025-10-16 18:59:44] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2021\3.json
[2025-10-16 18:59:45] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2021\4.json
[2025-10-16 18:59:47] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2022\1.json
[2025-10-16 18:59:48] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2022\2.json
[2025-10-16 18:59:50] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2022\3.json
[2025-10-16 18:59:51] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2022\4.json
[2025-10-16 18:59:53] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2023\1.json
[2025-10-16 18:59:54] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2023\2.json
[2025-10-16 18:59:56] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2023\3.json
[2025-10-16 18:59:57] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2023\4.json
[2025-10-16 18:59:59] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2024\1.json
[2025-10-16 19:00:00] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2024\2.json
[2025-10-16 19:00:02] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2024\3.json
[2025-10-16 19:00:03] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\haryana\2024\4.json
[2025-10-16 19:00:04] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2018\1.json
[2025-10-16 19:00:06] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2018\2.json
[2025-10-16 19:00:07] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2018\3.json
[2025-10-16 19:00:09] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2018\4.json
[2025-10-16 19:00:10] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2019\1.json
[2025-10-16 19:00:12] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2019\2.json
[2025-10-16 19:00:13] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2019\3.json
[2025-10-16 19:00:15] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2019\4.json
[2025-10-16 19:00:16] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2020\1.json
[2025-10-16 19:00:18] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2020\2.json
[2025-10-16 19:00:19] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2020\3.json
[2025-10-16 19:00:21] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2020\4.json
[2025-10-16 19:00:22] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2021\1.json
[2025-10-16 19:00:24] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2021\2.json
[2025-10-16 19:00:25] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2021\3.json
[2025-10-16 19:00:27] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2021\4.json
[2025-10-16 19:00:28] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2022\1.json
[2025-10-16 19:00:30] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2022\2.json
[2025-10-16 19:00:31] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2022\3.json
[2025-10-16 19:00:33] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2022\4.json
[2025-10-16 19:00:34] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2023\1.json
[2025-10-16 19:00:36] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2023\2.json
[2025-10-16 19:00:38] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2023\3.json
[2025-10-16 19:00:39] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2023\4.json
[2025-10-16 19:00:41] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2024\1.json
[2025-10-16 19:00:42] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2024\2.json
[2025-10-16 19:00:44] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2024\3.json
[2025-10-16 19:00:45] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\himachal-pradesh\2024\4.json
[2025-10-16 19:00:47] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2018\1.json
[2025-10-16 19:00:48] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2018\2.json
[2025-10-16 19:00:49] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2018\3.json
[2025-10-16 19:00:51] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2018\4.json
[2025-10-16 19:00:52] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2019\1.json
[2025-10-16 19:00:54] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2019\2.json
[2025-10-16 19:00:55] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2019\3.json
[2025-10-16 19:00:57] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2019\4.json
[2025-10-16 19:00:58] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2020\1.json
[2025-10-16 19:01:00] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2020\2.json
[2025-10-16 19:01:02] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2020\3.json
[2025-10-16 19:01:03] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2020\4.json
[2025-10-16 19:01:04] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2021\1.json
[2025-10-16 19:01:06] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2021\2.json
[2025-10-16 19:01:08] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2021\3.json
[2025-10-16 19:01:09] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2021\4.json
[2025-10-16 19:01:10] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2022\1.json
[2025-10-16 19:01:12] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2022\2.json
[2025-10-16 19:01:13] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2022\3.json
[2025-10-16 19:01:15] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2022\4.json
[2025-10-16 19:01:16] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2023\1.json
[2025-10-16 19:01:18] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2023\2.json
[2025-10-16 19:01:19] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2023\3.json
[2025-10-16 19:01:20] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2023\4.json
[2025-10-16 19:01:22] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2024\1.json
[2025-10-16 19:01:23] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2024\2.json
[2025-10-16 19:01:25] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2024\3.json
[2025-10-16 19:01:26] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jammu-&-kashmir\2024\4.json
[2025-10-16 19:01:28] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2018\1.json
[2025-10-16 19:01:29] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2018\2.json
[2025-10-16 19:01:31] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2018\3.json
[2025-10-16 19:01:32] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2018\4.json
[2025-10-16 19:01:33] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2019\1.json
[2025-10-16 19:01:35] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2019\2.json
[2025-10-16 19:01:36] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2019\3.json
[2025-10-16 19:01:38] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2019\4.json
[2025-10-16 19:01:40] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2020\1.json
[2025-10-16 19:01:41] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2020\2.json
[2025-10-16 19:01:42] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2020\3.json
[2025-10-16 19:01:44] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2020\4.json
[2025-10-16 19:01:45] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2021\1.json
[2025-10-16 19:01:47] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2021\2.json
[2025-10-16 19:01:48] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2021\3.json
[2025-10-16 19:01:50] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2021\4.json
[2025-10-16 19:01:51] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2022\1.json
[2025-10-16 19:01:53] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2022\2.json
[2025-10-16 19:01:54] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2022\3.json
[2025-10-16 19:01:55] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2022\4.json
[2025-10-16 19:01:57] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2023\1.json
[2025-10-16 19:01:58] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2023\2.json
[2025-10-16 19:02:00] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2023\3.json
[2025-10-16 19:02:01] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2023\4.json
[2025-10-16 19:02:03] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2024\1.json
[2025-10-16 19:02:04] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2024\2.json
[2025-10-16 19:02:06] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2024\3.json
[2025-10-16 19:02:07] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\jharkhand\2024\4.json
[2025-10-16 19:02:08] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2018\1.json
[2025-10-16 19:02:10] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2018\2.json
[2025-10-16 19:02:12] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2018\3.json
[2025-10-16 19:02:13] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2018\4.json
[2025-10-16 19:02:14] ✅ Inserted 20 rows for top_transaction: D:\Labmentix\Phone Pay\pulse\data\top\transaction\country\india\state\karnataka\2019\1.json
