[2025-10-16 17:46:28] ✅ All tables dropped and created successfully.
[2025-10-16 18:00:59] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2023\1.json
[2025-10-16 18:00:59] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2023\2.json
[2025-10-16 18:00:59] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2023\3.json
[2025-10-16 18:00:59] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2023\4.json
[2025-10-16 18:00:59] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2024\1.json
[2025-10-16 18:00:59] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2024\2.json
[2025-10-16 18:00:59] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2024\3.json
[2025-10-16 18:00:59] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2024\4.json
[2025-10-16 18:01:00] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2018\1.json
[2025-10-16 18:01:00] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2018\2.json
[2025-10-16 18:01:01] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2018\3.json
[2025-10-16 18:01:02] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2018\4.json
[2025-10-16 18:01:03] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2019\1.json
[2025-10-16 18:01:03] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2019\2.json
[2025-10-16 18:01:04] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2019\3.json
[2025-10-16 18:01:05] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2019\4.json
[2025-10-16 18:01:06] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2020\1.json
[2025-10-16 18:01:06] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2020\2.json
[2025-10-16 18:01:07] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2020\3.json
[2025-10-16 18:01:08] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2020\4.json
[2025-10-16 18:01:08] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2021\1.json
[2025-10-16 18:01:09] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2021\2.json
[2025-10-16 18:01:10] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2021\3.json
[2025-10-16 18:01:11] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2021\4.json
[2025-10-16 18:01:11] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2022\1.json
[2025-10-16 18:01:11] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2022\2.json
[2025-10-16 18:01:11] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2022\3.json
[2025-10-16 18:01:11] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2022\4.json
[2025-10-16 18:01:11] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2023\1.json
[2025-10-16 18:01:11] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2023\2.json
[2025-10-16 18:01:11] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2023\3.json
[2025-10-16 18:01:11] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2023\4.json
[2025-10-16 18:01:11] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2024\1.json
[2025-10-16 18:01:11] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2024\2.json
[2025-10-16 18:01:11] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2024\3.json
[2025-10-16 18:01:11] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttarakhand\2024\4.json
[2025-10-16 18:01:12] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2018\1.json
[2025-10-16 18:01:13] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2018\2.json
[2025-10-16 18:01:14] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2018\3.json
[2025-10-16 18:01:14] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2018\4.json
[2025-10-16 18:01:15] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2019\1.json
[2025-10-16 18:01:16] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2019\2.json
[2025-10-16 18:01:17] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2019\3.json
[2025-10-16 18:01:17] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2019\4.json
[2025-10-16 18:01:18] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2020\1.json
[2025-10-16 18:01:19] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2020\2.json
[2025-10-16 18:01:19] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2020\3.json
[2025-10-16 18:01:20] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2020\4.json
[2025-10-16 18:01:21] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2021\1.json
[2025-10-16 18:01:22] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2021\2.json
[2025-10-16 18:01:23] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2021\3.json
[2025-10-16 18:01:24] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2021\4.json
[2025-10-16 18:01:24] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2022\1.json
[2025-10-16 18:01:24] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2022\2.json
[2025-10-16 18:01:24] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2022\3.json
[2025-10-16 18:01:24] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2022\4.json
[2025-10-16 18:01:24] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2023\1.json
[2025-10-16 18:01:24] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2023\2.json
[2025-10-16 18:01:24] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2023\3.json
[2025-10-16 18:01:24] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2023\4.json
[2025-10-16 18:01:24] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2024\1.json
[2025-10-16 18:01:24] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2024\2.json
[2025-10-16 18:01:24] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2024\3.json
[2025-10-16 18:01:24] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\west-bengal\2024\4.json
[2025-10-16 18:01:27] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2018\1.json
[2025-10-16 18:01:29] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2018\2.json
[2025-10-16 18:01:32] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2018\3.json
[2025-10-16 18:01:34] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2018\4.json
[2025-10-16 18:01:36] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2019\1.json
[2025-10-16 18:01:39] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2019\2.json
[2025-10-16 18:01:41] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2019\3.json
[2025-10-16 18:01:44] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2019\4.json
[2025-10-16 18:01:46] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2020\1.json
[2025-10-16 18:01:49] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2020\2.json
[2025-10-16 18:01:51] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2020\3.json
[2025-10-16 18:01:53] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2020\4.json
[2025-10-16 18:01:56] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2021\1.json
[2025-10-16 18:01:58] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2021\2.json
[2025-10-16 18:02:00] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2021\3.json
[2025-10-16 18:02:03] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2021\4.json
[2025-10-16 18:02:05] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2022\1.json
[2025-10-16 18:02:07] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2022\2.json
[2025-10-16 18:02:10] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2022\3.json
[2025-10-16 18:02:12] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2022\4.json
[2025-10-16 18:02:15] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2023\1.json
[2025-10-16 18:02:17] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2023\2.json
[2025-10-16 18:02:20] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2023\3.json
[2025-10-16 18:02:22] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2023\4.json
[2025-10-16 18:02:25] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2024\1.json
[2025-10-16 18:02:28] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2024\2.json
[2025-10-16 18:02:30] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2024\3.json
[2025-10-16 18:02:33] ✅ Inserted 36 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\2024\4.json
[2025-10-16 18:02:33] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2018\1.json
[2025-10-16 18:02:34] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2018\2.json
[2025-10-16 18:02:34] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2018\3.json
[2025-10-16 18:02:34] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2018\4.json
[2025-10-16 18:02:34] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2019\1.json
[2025-10-16 18:02:35] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2019\2.json
[2025-10-16 18:02:35] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2019\3.json
[2025-10-16 18:02:35] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2019\4.json
[2025-10-16 18:02:35] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2020\1.json
[2025-10-16 18:02:36] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2020\2.json
[2025-10-16 18:02:36] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2020\3.json
[2025-10-16 18:02:36] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2020\4.json
[2025-10-16 18:02:36] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2021\1.json
[2025-10-16 18:02:37] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2021\2.json
[2025-10-16 18:02:37] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2021\3.json
[2025-10-16 18:02:37] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2021\4.json
[2025-10-16 18:02:37] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2022\1.json
[2025-10-16 18:02:38] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2022\2.json
[2025-10-16 18:02:38] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2022\3.json
[2025-10-16 18:02:38] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2022\4.json
[2025-10-16 18:02:38] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2023\1.json
[2025-10-16 18:02:39] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2023\2.json
[2025-10-16 18:02:39] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2023\3.json
[2025-10-16 18:02:39] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2023\4.json
[2025-10-16 18:02:39] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2024\1.json
[2025-10-16 18:02:39] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2024\2.json
[2025-10-16 18:02:40] ✅ Inserted 3 rows for map_transaction: D:\Labmentix\Phone Pay\pulse\data\map\transaction\hover\country\india\state\andaman-&-nicobar-islands\2024\3.json
